X,Y,MAPSOURCE,SOURCEDATE,EDITDATE,MAPMETHOD,QUADNAME,UNITNAME,COUNTY,STATE,X_COORD,Y_COORD,LAT,LON,WATERSHED,STREAMNAME,ELEVATION,YEAR,NOTES,COORD_UNITS,COORD_SYSTEM,DATUM,UTM_ZONE,MANAGEMENTZONE,PARKDISTRICT,CREATEDATE,UNITCODE,VEG_CLASS,LANDFORM,GlobalID,LOC_NAME,LOC_ID,TRAIL,ROAD,VALID_RESULT,DDMLat,DDMLon,DMSLat,DMSLon,Carto_Type,FEATURE_ID,MTFCC,IMARS_NAME,IMARS_ID,RVP_NAME,PUBLICDISPLAY,DATAACCESS,REGIONCODE,CREATEUSER,EDITUSER,XYACCURACY,ZACCURACY,OBJECTID
-83.74124463,35.56276916,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,251551.02,3938912.34,35.56276231,-83.7412405,Eagle Creek,,5054.008789,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",e0de791e-321b-4e3a-b258-c2b30379f50e,Mount Squires,,Appalachian Trail,Laurel Creek Road,Certified,35° 33.766' N,83° 44.474' W,"35° 33' 45.944"" N","83° 44' 28.466"" W",Summit,1023668,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,73
-83.73267582,35.56377403,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Blount,Tennessee,252330.93,3939002.23,35.56376718,-83.7326717,Abrams Creek Upper,Spence Cabin Branch,4953.296387,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",2d65b232-c054-459b-b948-5d45aebb0f7a,Spence Field,,Appalachian Trail,Laurel Creek Road,Certified,35° 33.826' N,83° 43.960' W,"35° 33' 49.562"" N","83° 43' 57.618"" W",Summit,1022732,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,74
-83.71686431,35.51681241,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,253620.6,3933752.31,35.51680557,-83.7168602,Hazel Creek,,3930.780518,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",c89c6f99-7356-4525-a5a7-f89419857d1d,Woodward Knob,,Jenkins Ridge Trail,Laurel Creek Road,Certified,35° 31.008' N,83° 43.012' W,"35° 31' 0.500"" N","83° 43' 0.697"" W",Summit,1023322,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,75
-83.71065907,35.5498338,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,254284.27,3937400.42,35.54982695,-83.71065496,Hazel Creek,Rock Camp Branch,5416.42041,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",a7df45c5-98d5-4984-9efb-cc873fb99464,Blockhouse Mountain,,Jenkins Ridge Trail,Laurel Creek Road,Certified,35° 32.990' N,83° 42.639' W,"35° 32' 59.377"" N","83° 42' 38.358"" W",Summit,1000695,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,76
-83.70304497,35.55846846,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,255000.94,3938339.43,35.55846162,-83.70304086,Hazel Creek,Roaring Creek,5134.019043,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",3e6cee92-0552-471c-acb8-dc6cc267566d,Devils Race Patch,,Jenkins Ridge Trail,Laurel Creek Road,Certified,35° 33.508' N,83° 42.182' W,"35° 33' 30.462"" N","83° 42' 10.947"" W",Summit,1019960,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,77
-83.71390058,35.56417474,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,254034.22,3938999.6,35.56416789,-83.71389647,Eagle Creek,West Prong Little River,5437.398926,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",97a31e2a-cd66-4af0-9884-49f9dc0d133f,Rocky Top,,Appalachian Trail,Laurel Creek Road,Certified,35° 33.850' N,83° 42.834' W,"35° 33' 51.004"" N","83° 42' 50.027"" W",Summit,993632,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,78
-83.70146705,35.59222395,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Blount,Tennessee,255246.8,3942080.57,35.5922171,-83.70146294,Little River-Crooked Creek,Edens Garden Creek,4006.122314,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",8d8ace1b-94c5-47cf-b9ef-07358b2a059b,Chimney Rocks,,Bote Mountain Trail,Upper Tremont Road,Certified,35° 35.533' N,83° 42.088' W,"35° 35' 31.982"" N","83° 42' 5.267"" W",Summit,1280478,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,79
-83.67965437,35.57051071,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Blount,Tennessee,257157.9,3939617.5,35.57050386,-83.67965026,Little River-Crooked Creek,,5219.992188,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",f50f7abd-23ed-496c-b763-b7d80fa86c4b,Briar Knob,,Appalachian Trail,Upper Tremont Road,Certified,35° 34.230' N,83° 40.779' W,"35° 34' 13.814"" N","83° 40' 46.741"" W",Summit,1000696,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,80
-83.69143463,35.6060457,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Blount,Tennessee,256197.92,3943589.13,35.60603884,-83.69143052,Little River-Crooked Creek,Long Branch,3743.517334,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",03e032c3-9d58-4530-875f-a73aa05b0bb5,Hornet Tree Top,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Certified,35° 36.362' N,83° 41.486' W,"35° 36' 21.740"" N","83° 41' 29.150"" W",Summit,1288375,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,81
-83.67194807,35.57668101,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Blount,Tennessee,257875.03,3940283.08,35.57667416,-83.67194397,Little River-Crooked Creek,Starkey Creek,4612.998047,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",acd7798d-0c50-40b0-bac4-c591aee6d81c,Devils Courthouse,,Appalachian Trail,Upper Tremont Road,Certified,35° 34.600' N,83° 40.317' W,"35° 34' 36.027"" N","83° 40' 18.998"" W",Summit,1282388,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,82
-83.3988522,35.55141584,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,282558.98,3936842.54,35.55140898,-83.39884818,Deep Creek,,4311.754883,,,m,UTM,NAD83,17,,Oconaluftee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",b4e1b3a4-6f72-45f3-a955-8a30ab0f0d64,Rattlesnake Knob,,Sunkota Ridge Trail,Thomas Divide Trail Pullout Parking,Certified,35° 33.085' N,83° 23.931' W,"35° 33' 5.072"" N","83° 23' 55.853"" W",Summit,993053,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,83
-83.47796669,35.60928027,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Sevier,Tennessee,275547.94,3943439.65,35.60927341,-83.47796265,West Prong Little Pigeon River Upper,,5491,,,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",d1d98984-c0d7-4c64-9327-0df4771957a4,Sugarland Mountain,,Sugarland Mountain Trail,Clingmans Dome Access Road,Certified,35° 36.556' N,83° 28.678' W,"35° 36' 33.384"" N","83° 28' 40.666"" W",Summit,1271723,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,84
-83.45915526,35.61783107,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Sevier,Tennessee,277275.93,3944345.5,35.6178242,-83.45915122,West Prong Little Pigeon River Upper,Grass Patch Branch,5787,,,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",362c85b2-457c-49cd-b9a6-cac55d80c5ce,Mount Mingus,,Road Prong Trail,Newfound Gap Road North,Certified,35° 37.069' N,83° 27.549' W,"35° 37' 4.167"" N","83° 27' 32.944"" W",Summit,1306757,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,85
-83.45989249,35.54901811,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,277018.31,3936713.05,35.54901126,-83.45988845,Deep Creek,,5162.758789,,,m,UTM,NAD83,17,,Oconaluftee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",9fcee193-5c78-4728-8dee-11bd408b170c,Roundtop Knob,,Noland Divide Trail,Noland Divide Trailhead Parking,Certified,35° 32.941' N,83° 27.593' W,"35° 32' 56.441"" N","83° 27' 35.598"" W",Summit,993761,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,86
-83.49330396,35.56689175,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Sevier,Tennessee,274039.25,3938772.14,35.56688489,-83.49329991,Little River-Goshen Prong,Clingmans Creek,6416.65,,GRSM Website 6420,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",5e9c0ccf-e67c-447a-9930-c9f4e0bffc04,Mount Love,,Appalachian Trail,Clingmans Dome Access Road,Certified,35° 34.013' N,83° 29.598' W,"35° 34' 0.786"" N","83° 29' 35.880"" W",Summit,1023664,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,87
-83.49838305,35.56287058,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,273567.53,3938337.7,35.56286372,-83.498379,Forney Creek,Forney Creek,6643,,GRSM Website 6643,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",95427131-d4c8-4231-bb52-2f9540ac5d17,Clingmans Dome,,Clingmans Dome Trail,Clingmans Dome Access Road,Certified,35° 33.772' N,83° 29.903' W,"35° 33' 46.309"" N","83° 29' 54.164"" W",Summit,1326387,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,88
-83.48296003,35.52918802,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,274871.43,3934565.58,35.52918117,-83.48295599,Noland Creek,Mill Creek,5111.256348,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",949ec9df-eaf3-4bb1-8763-9cc6af7389bd,Jerry Bald,,Noland Creek Trail,Clingmans Dome Road Parking #3,Certified,35° 31.751' N,83° 28.977' W,"35° 31' 45.052"" N","83° 28' 58.642"" W",Summit,987576,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,89
-83.45291203,35.52573839,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,277586.89,3934114.63,35.52573154,-83.452908,Deep Creek,Bridge Creek,4680.035645,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",aea6950a-6c00-4ed3-9840-a82124c573a8,Sassafras Knob,,Noland Divide Trail,Clingmans Dome Road Parking #3,Certified,35° 31.544' N,83° 27.174' W,"35° 31' 32.634"" N","83° 27' 10.469"" W",Summit,994356,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,90
-83.47245119,35.586561,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,275984.28,3940906.58,35.58655413,-83.47244714,Deep Creek,,6196.55,,GRSM Website 6118,m,UTM,NAD83,17,,Oconaluftee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",e526a694-6bff-49ee-ab67-cb673fef746a,Mount Collins,,Appalachian Trail,Clingmans Dome Access Road,Certified,35° 35.193' N,83° 28.347' W,"35° 35' 11.595"" N","83° 28' 20.810"" W",Summit,1023657,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,91
-83.39306306,35.62465275,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,283281.43,3944954.56,35.62464587,-83.39305904,Upper Oconaluftee River,Huskey Creek,6119.895996,,,m,UTM,NAD83,17,,Oconaluftee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",187de85b-9835-495a-9dde-c1884be14dc5,Mount Ambler,,Appalachian Trail,Newfound Gap Road North,Certified,35° 37.479' N,83° 23.584' W,"35° 37' 28.725"" N","83° 23' 35.013"" W",Summit,1023656,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,92
-83.38248423,35.56795766,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,284087.32,3938641.63,35.5679508,-83.38248021,Deep Creek,,5143.136719,,,m,UTM,NAD83,17,,Oconaluftee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,Open slopes,fc9c0f82-0f55-45fc-9781-8e9f1b3f467c,Nettle Creek Bald,,Thomas Divide Trail,Newfound Gap Road South,Certified,35° 34.077' N,83° 22.949' W,"35° 34' 4.623"" N","83° 22' 56.929"" W",Summit,1021620,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,93
-83.38562414,35.57755281,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,283828.51,3939712.99,35.57754595,-83.38562012,Upper Oconaluftee River,,5112.038574,,,m,UTM,NAD83,17,,Oconaluftee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",ef426a2c-fbf8-4ef3-87cc-2093cb89be33,Turkey Flyup,,Thomas Divide Trail,Newfound Gap Road South,Certified,35° 34.653' N,83° 23.137' W,"35° 34' 39.165"" N","83° 23' 8.232"" W",Summit,1023002,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,94
-83.4644022,35.50255598,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,276480.53,3931568.79,35.50254914,-83.46439817,Deep Creek,Cherry Cove Branch,4764.251953,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",4855a840-79ce-43c6-8fa3-faafc0d734d0,Coburn Knob,,Noland Divide Trail,West Deep Creek Road,Certified,35° 30.153' N,83° 27.864' W,"35° 30' 9.177"" N","83° 27' 51.833"" W",Summit,983320,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,95
-83.17587128,35.67190561,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,303069.89,3949739.39,35.67189872,-83.17586731,Upper Cataloochee Creek,,6152.18457,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",0c31114b-1b98-4210-8899-b38cbdccac84,Big Cataloochee Mountain,,Mount Sterling Ridge Trail,Balsam Mountain Road,Certified,35° 40.314' N,83° 10.552' W,"35° 40' 18.835"" N","83° 10' 33.122"" W",Summit,1019126,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,96
-83.60853436,35.5807713,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,Tennessee,263634.76,3940582.67,35.58076444,-83.60853027,Little River-Goshen Prong,Buckeye Gap Prong,5235.32666,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",3a695d8b-5f44-489b-ba9a-053b7550b0bf,Cold Spring Knob,,Appalachian Trail,Upper Tremont Road,Certified,35° 34.846' N,83° 36.512' W,"35° 34' 50.752"" N","83° 36' 30.709"" W",Summit,1019728,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,97
-83.62247323,35.57186209,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,North Carolina,262345.1,3939627.82,35.57185523,-83.62246914,Hazel Creek,,4831.388672,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",519079a1-49dc-4297-a94f-5f5e3d03e970,Hemlock Knob,,Appalachian Trail,Upper Tremont Road,Certified,35° 34.311' N,83° 37.348' W,"35° 34' 18.679"" N","83° 37' 20.889"" W",Summit,1020673,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,98
-83.59193895,35.59387751,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,Tennessee,265177.15,3941996.98,35.59387065,-83.59193487,Little River-Goshen Prong,Ash Camp Branch,4860.789551,,,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",11a00688-c1f3-490e-ad90-916b433d389e,Ben Parton Lookout,,Miry Ridge Trail,Jakes Creek Road A,Certified,35° 35.632' N,83° 35.516' W,"35° 35' 37.934"" N","83° 35' 30.966"" W",Summit,1276993,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,99
-83.59999067,35.61067598,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,Tennessee,264496.79,3943879.93,35.61066912,-83.59998658,Little River-Goshen Prong,,4812.080078,,,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",3c257f49-e9eb-4c5e-a037-7b5267b393d3,Dripping Spring Mountain,,Miry Ridge Trail,Jakes Creek Road A,Certified,35° 36.640' N,83° 35.999' W,"35° 36' 38.409"" N","83° 35' 59.952"" W",Summit,1282800,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,100
-83.60190417,35.5170527,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Swain,North Carolina,264048.9,3933497.59,35.51704586,-83.60190009,Forney Creek,Elbow Branch,4977.161133,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",d90ed37d-a955-4a00-9ffd-5142ed73b73a,Mount Glory,,Welch Ridge Trail,Lakeview Drive East Parking #4,Certified,35° 31.023' N,83° 36.114' W,"35° 31' 1.365"" N","83° 36' 6.840"" W",Summit,985743,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,101
-83.60447516,35.51592402,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Swain,North Carolina,263812.39,3933378.53,35.51591718,-83.60447108,Forney Creek,Hawk Ridge Branch,4957.804199,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",39fb71be-a3eb-4113-be15-36c9eff9f664,Hawk Knob,,Welch Ridge Trail,Lakeview Drive East Parking #4,Certified,35° 30.955' N,83° 36.268' W,"35° 30' 57.302"" N","83° 36' 16.096"" W",Summit,1020645,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,102
-83.60719862,35.5054088,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Swain,North Carolina,263534.5,3932218.47,35.50540196,-83.60719454,Forney Creek,,4966.000488,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",ce9b3b20-b769-4a46-b1ad-4b0158b86cd8,Bearwallow Bald,,Welch Ridge Trail,Lakeview Drive East Parking #4,Certified,35° 30.324' N,83° 36.432' W,"35° 30' 19.447"" N","83° 36' 25.900"" W",Summit,1019019,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,103
-83.5417935,35.60729225,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,Tennessee,269759.64,3943366.68,35.60728539,-83.54178943,Little River-Goshen Prong,Rich Branch,3635.849121,,,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",48a0b429-5b5f-4b8f-a81b-0fea762d789e,Little Goshen,,Goshen Prong Trail,Newfound Gap Road North,Certified,35° 36.437' N,83° 32.507' W,"35° 36' 26.227"" N","83° 32' 30.442"" W",Summit,1291515,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,104
-83.54462338,35.5653015,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,Tennessee,269382.77,3938714.75,35.56529465,-83.54461932,Forney Creek,,5570.141602,,,m,UTM,NAD83,17,,Little River District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",0cf6d350-7ddb-4fcb-ab39-b1dad4592d05,Jenkins Knob,,Appalachian Trail,Clingmans Dome Road Parking #3,Certified,35° 33.918' N,83° 32.677' W,"35° 33' 55.061"" N","83° 32' 40.630"" W",Summit,1020942,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,105
-83.55094449,35.55349762,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Swain,North Carolina,268775.84,3937420.03,35.55349077,-83.55094042,Forney Creek,Little Huggins Creek,4971.714844,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",fc007418-1466-4a2c-bd60-c47d96325ac8,Suli Knob,,Appalachian Trail,Clingmans Dome Road Parking #3,Certified,35° 33.209' N,83° 33.056' W,"35° 33' 12.567"" N","83° 33' 3.386"" W",Summit,995669,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,106
-83.54747932,35.52800287,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Swain,North Carolina,269016.85,3934583.46,35.52799602,-83.54747526,Forney Creek,,3815.666748,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",74d0c19d-118d-4e87-b91e-3120737c8e1f,Fern Knob,,Jonas Creek Trail,Clingmans Dome Road Parking #3,Certified,35° 31.680' N,83° 32.849' W,"35° 31' 40.786"" N","83° 32' 50.911"" W",Summit,985054,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,107
-83.50979727,35.52373338,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Swain,North Carolina,272422.19,3934022.1,35.52372653,-83.50979322,Noland Creek,Buckhorn Branch,4877.805176,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",089213a7-6a92-4b52-a10e-89f8b8c7bbde,Buckhorn Bald,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Certified,35° 31.424' N,83° 30.588' W,"35° 31' 25.416"" N","83° 30' 35.256"" W",Summit,982131,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,108
